,value
0,58.1
1,47.57749999999999
2,45.79382464586612
3,48.868293992409505
4,57.33171387451857
5,57.9589840218817
6,56.20107961528998
7,55.69670995658289
8,54.14128115150871
9,53.9861564350592
10,50.174745871455094
11,49.46126647792071
12,49.94966768343311
13,48.600200017166536
14,45.075674270115236
15,44.17342829451614
16,43.29630731086427
17,44.38651961492519
18,44.95346148898048
19,44.8555308530446
20,43.54941812078508
21,43.69770406974135
22,43.58150830675391
23,44.0172240564559
24,43.320402818930525
25,43.38146482595721
26,41.39913561460756
27,40.90748165038021
28,41.330357238535164
29,40.115134882092185
30,39.80899873601176
31,39.973513047517166
32,38.43170086102851
33,37.293876009347805
34,36.14672490198706
35,35.15929246107654
36,35.19818573212449
37,33.91101139685968
38,32.810860314360504
39,32.02680613959711
40,30.74068926045339
41,29.533510421297716
42,28.447092225820093
43,27.575698461169015
44,26.720020399892285
45,26.915683380759912
46,26.102913364129716
47,25.047051680051307
48,24.026594648354976
49,23.116068057885762
50,23.2678562340085
51,23.205420906754167
52,22.382693425520724
53,21.86882492356786
54,21.530522657484106
55,20.82736264254284
56,20.02442517455243
57,19.27986632046026
58,18.54492321562524
59,17.841745864707732
60,17.16868447637231
61,16.524195525040845
62,15.94419446041812
63,15.35121419313962
64,14.782790837083379
65,14.237726639095433
66,13.74427261066164
67,13.24153982220463
68,12.75902488932474
69,12.295784586459336
70,11.850928977205548
71,12.64956230728779
72,13.4887690828492
73,13.650391625746108
74,13.162825175338964
75,13.844371477996434
76,13.516072918753512
77,13.037377095092898
78,12.576846286625644
79,12.214746797113909
80,12.991009553220975
81,14.008228802971004
82,13.518137889493588
83,13.095103835416491
84,12.931548798330587
85,13.382384352314757
86,14.215685775811833
87,13.938107906306099
88,14.348121913318266
89,14.736359806078287
90,16.0026877691675
91,16.92419630250616
92,17.242663593204977
93,17.542866099830196
94,17.613279744452143
95,18.26565836210256
96,18.645697632910707
97,19.039541242985283
98,20.47817521903451
99,21.141905654986438
100,22.25431257069357
101,23.592251125413462
102,25.75745593674803
103,27.119390832368953
104,27.270868807062712
105,29.200290006984616
106,30.435153708508007
107,33.238440683527436
108,34.062222559140295
109,35.57422837661446
110,37.61569217524663
111,38.92852786927228
112,40.77017314557237
113,42.56874950908139
114,43.50142296368423
115,45.038449742433116
116,46.29541007235189
117,47.87399632916276
118,48.960999091968084
119,49.89077637802624
120,51.1627845594208
121,53.0354234778625
122,54.88456781885795
123,56.45115924378442
124,59.51999310661238
125,62.977725500102956
126,63.890043507692134
127,65.99862698240835
128,66.59362732832184
129,67.40779559334275
130,68.32408422344622
131,68.64858847814972
132,68.7465184950465
133,69.19605598207515
134,70.90035637448781
135,73.80034385664658
136,75.07587810531848
137,76.66973250656885
138,79.1472608336985
139,80.80721568225484
140,81.0452083435238
141,81.5167247199086
142,82.54789724867906
143,82.92979625134456
144,83.06431584380718
145,84.28801758751372
146,86.1613705969238
147,89.17119057195173
148,89.87539929388605
149,90.48688147866946
150,89.91638223947706
151,89.74096944737781
152,90.19155230703237
153,91.85408739315199
154,93.29000815947181
155,94.72447478671755
156,94.20615396681345
157,93.85660816284553
158,95.89772245694988
159,95.73306815405518
160,94.66799649585539
161,93.38126987860093
162,92.78913459898742
163,92.74998122861713
164,91.77715569393806
165,91.29402875291437
166,90.67546742203513
167,89.28095378666096
168,88.03778996825207
169,88.18788960388783
170,88.31000652483604
171,86.87881968300422
172,86.28750024063037
173,84.91325991186123
174,82.88722339151676
175,80.64851817374581
176,78.44745840285692
177,77.02574399188471
178,75.27615631799092
179,74.30732480409345
180,72.47975469510908
181,70.9161389214614
182,69.22986260459933
183,67.10624649120477
184,65.60781748465135
185,63.50822066618599
186,61.80296648354283
187,60.0848551014961
188,58.74518813550545
189,57.22625626047397
190,55.66862279496767
191,54.38555371308875
192,52.86883722301249
193,52.121156471798436
194,50.6231300133863
195,49.039742692498024
196,47.91554798426423
197,46.7725005927186
198,45.709709601064986
199,44.42579109075284
200,43.59769729477252
201,43.52227321648975
202,43.76444459001829
203,44.21529249610996
204,43.17104393511331
205,43.08994165082152
206,42.74894439365926
207,44.7066237244371
208,45.622023124566745
209,45.936341588864664
210,47.69735798115519
211,49.36443958538071
212,53.25734003081722
213,56.713954480643196
214,60.322838151867295
215,62.586073014721364
216,65.37542775472092
217,69.11654949735076
218,72.21974114470862
219,77.65871083436404
220,81.20328672640636
221,85.35981627516699
222,88.9435789540843
223,91.9176201017742
224,94.10185617894754
225,98.5238313469653
226,101.90184578026285
227,109.83690111971268
228,116.51433097338142
229,122.29033386276987
230,125.63642720232674
231,129.0695223095763
232,130.94016591500588
233,135.28489019491371
234,139.7428887370504
235,142.49007578978112
236,143.07750404558152
237,145.14783593013289
238,146.23844879942087
239,148.52975954160414
240,151.57895276707583
241,151.24183220351108
242,153.97243642058464
243,155.8460209397059
244,158.25831129383243
245,158.23672139174306
246,158.96357920628523
247,158.05634368234786
248,156.89683136240413
249,156.7198435621874
