,value
0,58.1
1,47.35192307692307
2,45.572745194677175
3,48.90708442222474
4,58.088844849607774
5,58.63186760283357
6,56.52763128444538
7,55.894792564393796
8,54.04279000895624
9,53.87129708340755
10,49.25768858268649
11,48.48883294158682
12,49.216470042149616
13,47.574866509218914
14,43.109936998508715
15,42.12558028767746
16,41.15865070283173
17,42.85218579231763
18,43.78237468476615
19,43.75574460572987
20,42.003527345991195
21,42.35721185856453
22,42.307464102935505
23,43.06311368118413
24,42.10350351251149
25,42.300209337993024
26,39.35353073467435
27,38.76254344039183
28,39.603750853224
29,37.81866892436408
30,37.51529686921604
31,37.96750689738047
32,35.60582549590154
33,33.95119786235381
34,32.302567751118104
35,30.943171882595447
36,31.340809018383414
37,29.435488556853446
38,27.881533288580265
39,26.896833816677123
40,25.03241952478028
41,23.333335621519286
42,21.86998691958667
43,20.80660179156916
44,19.773755898020166
45,20.66068662707859
46,19.6436910512175
47,18.181878520620167
48,16.803328944033144
49,15.645053159521431
50,16.49554319627683
51,16.888236763789482
52,15.7965568352275
53,15.307668675105035
54,15.149246221935345
55,14.267078895027012
56,13.196944986898451
57,12.252964049041353
58,11.335552036966828
59,10.487506340031194
60,9.703484681876144
61,8.978570221960496
62,8.38289506320618
63,7.757399370282344
64,7.178888828404806
65,6.643789112075092
66,6.208406969684376
67,5.746058055320238
68,5.318310889238943
69,4.9225515605940995
70,4.556367106426998
71,6.745964194564807
72,8.920827458396502
73,9.595627667949651
74,8.882620641971604
75,10.622256126191582
76,10.174969209853698
77,9.4194004569594
78,8.720066766333025
79,8.243496485699307
80,10.177401977037748
81,12.538921324555725
82,11.608547440379576
83,10.851179203935402
84,10.669348164282944
85,11.799053015654753
86,13.69776688972838
87,13.141740239904667
88,14.080384027381568
89,14.934527201144359
90,17.645544343609995
91,19.510406493518577
92,20.006318301139817
93,20.450615232328232
94,20.38756458198867
95,21.59664091034553
96,22.17499871109472
97,22.769758616124832
98,25.625252510536072
99,26.690532891774843
100,28.70689770435883
101,31.151784082055805
102,35.32723280442902
103,37.60004907423959
104,37.155463444507895
105,40.65606156765594
106,42.51906969166447
107,47.78561727066746
108,48.52018303938092
109,50.77842276571333
110,54.15104900363057
111,55.821643255466554
112,58.635325183123044
113,61.28497044514884
114,61.960254592686795
115,63.99309806839446
116,65.37155646170093
117,67.45538193189864
118,68.4143435418494
119,69.03556386865964
120,70.44046378894114
121,73.1710281299845
122,75.78819164166525
123,77.7225383401629
124,82.97306921021121
125,88.9309858246569
126,89.03980788248155
127,91.87404553415887
