id,predict_data,mse,rmse
0,"[ 21.312994  22.467363  23.66346   25.225788  27.21167   30.332508
  33.08454   36.35211   39.041176  41.65861   44.98277   49.510128
  52.925453  56.655754  59.913723  64.82717   68.32789   72.83113
  77.82764   83.429     88.6465    94.04269   99.20958  104.79568
 111.76343  117.327286 123.30195  128.2039   134.47536  139.0868
 144.7581   150.08936  154.09099  159.37437  164.22012  168.85643
 174.0754   178.3831   181.2627   185.15591  188.01909  191.15504
 193.3621   195.7519   198.13145  199.41699  200.77664  201.99702
 203.69061  204.5974   203.79218  203.87091  203.15848  202.84349
 201.26433  200.1726   198.60075  196.74706  193.85364  190.48238
 187.04483  184.48677  180.9934   176.42072  173.74257  170.42825
 167.0231   164.13766  161.9123   159.40651  155.42793  151.87166
 148.4447   144.46591  140.44708  135.75247  132.62538  128.71465
 125.684074 122.57743  120.778496 118.880394 115.2049   111.95482
 109.59824  106.939644 103.517044  99.773285  96.96692   94.84861
  92.11861   89.4142    86.687515  83.85911   80.185036  76.31101
  72.53096   68.8307    65.924065  63.280746  60.470043  57.384636
  55.49941   52.65233   49.50327   47.27683   43.204624  39.82591
  35.950325  32.909904  30.698492  27.96034   25.539217  24.504644
  22.947462  20.5065    18.739943  17.630959  16.243282  14.617566]",6124.081511,78.25651098
1,"[  9.84377   10.58044   11.514131  13.193605  15.328226  17.974924
  20.807165  23.564758  25.99993   28.4272    31.239082  35.240273
  38.739197  42.308533  45.223717  49.036194  52.134007  55.645283
  59.75611   63.8485    67.95108   72.08169   76.30658   80.43211
  85.62795   89.823425  93.74971   97.354515 101.14266  104.44419
 107.77448  111.14357  113.85121  116.62044  119.65778  122.69778
 125.15282  127.052765 129.116    130.6447   132.34798  132.75218
 133.22212  133.39638  133.96652  133.62991  133.22113  133.21942
 133.35712  133.39073  132.27892  131.83315  130.33525  129.15541
 127.01695  125.275185 123.49843  120.94356  118.64674  116.26447
 114.11087  112.21267  110.14486  107.30163  104.79284  102.47752
 100.297104  98.35799   97.140945  95.6811    93.231766  90.70196
  88.490135  86.18288   83.396034  81.13574   79.20207   76.770966
  74.96865   73.42876   72.279236  70.493164  68.52843   66.39388
  64.676926  62.623238  60.61537   58.211304  55.949703  54.70918
  53.2169    51.756313  49.65236   48.670544  46.16931   43.685093
  42.04242   40.350254  37.93168   36.18556   34.781036  33.34859
  31.25851   29.436424  27.904373  26.060026  24.189253  21.995989
  21.227383  20.034565  18.526852  17.160196  16.244196  15.951714
  14.827997  13.580647  12.744194  11.959914  11.534825  10.493783]",903.2128607,30.05349997
2,"[  9.133032    9.168423    9.49215    10.375018   11.637995   13.202544
  15.164063   17.090317   18.34876    19.68735    21.637352   24.333149
  26.962809   29.466568   31.355602   33.725346   35.98625    38.509495
  41.54576    44.70709    47.739464   51.276848   54.3466     57.817524
  61.494484   65.068535   68.19509    70.89558    74.20557    76.90116
  79.77801    82.87782    85.47994    88.15187    90.90216    93.6429
  95.98954    98.21284    99.88642   101.703224  103.55688   104.45312
 105.2238    105.80455   107.12069   107.50131   107.85059   108.39005
 109.3778    110.1173    109.9542    110.33567   109.55977   109.11567
 107.95331   107.014885  105.850845  104.274254  102.62013   101.11847
  99.56877    98.35566    97.00801    95.04456    93.30544    91.59131
  89.8188     88.16634    87.09053    85.63142    83.39629    80.982506
  78.97079    76.97381    74.56977    72.45214    70.51112    68.31229
  66.54848    65.066505   63.740623   62.091076   60.013077   57.89362
  55.923016   53.692577   51.753456   49.49815    47.44796    45.927258
  44.39106    42.937435   41.288185   40.07904    38.01227    36.085567
  34.31404    32.622707   30.523123   28.790276   27.490086   26.169893
  24.239962   22.440815   21.061852   19.523829   18.011972   16.289433
  15.581335   14.567974   13.402564   12.184084   11.325648   11.100677
  10.054334    8.750485    7.8888683   6.9899435   6.413203    5.246142 ]",73.85688061,8.594002595
3,"[ 41.90178   43.286484  44.85266   47.127968  49.586376  52.15709
  54.930286  57.25467   59.4557    61.458244  63.51667   66.86254
  69.59084   72.169426  74.11904   76.727165  78.50971   80.39663
  82.83221   84.92338   87.17655   89.529495  92.17917   94.19212
  97.15961   99.08473  100.616104 102.49889  103.59162  105.03529
 106.06342  107.08091  107.588135 108.05437  109.13082  110.40576
 110.73397  110.34725  111.00699  110.58792  110.97514  109.6679
 109.23185  108.03471  107.2137   105.772964 104.505905 103.7009
 102.57062  101.964714 100.609215  99.77832   98.19498   96.663734
  94.62472   92.81524   91.11511   88.38325   86.621605  84.555405
  82.71728   80.997314  79.13727   77.02369   74.49419   72.783966
  71.10485   69.636665  68.41682   67.176575  65.087975  62.927883
  60.53447   58.363644  55.776276  54.011127  51.864956  49.682163
  48.038177  46.53182   45.16859   42.695698  41.31358   38.88386
  37.243977  34.853344  32.97738   30.77773   28.19082   26.781012
  25.560993  24.423676  22.494394  21.893093  20.133947  18.446758
  17.557388  16.772312  15.014354  14.231998  13.722974  13.206028
  11.817147  10.856872  10.578696   9.78081    9.418176   8.599871
   9.827496  10.615221  10.705017  11.231442  12.137186  13.363488
  13.700613  14.75615   15.602971  16.324509  17.333847  18.134733]",38.86771618,6.23439782
4,"[ 89.063194   90.63373    92.165924   94.21058    95.97398    97.73401
  99.65117   100.60264   101.79813   102.52172   102.89955   104.70496
 105.857635  106.585205  106.88169   107.56092   107.32665   107.06231
 107.12399   106.514824  106.53553   106.67297   107.416046  106.908295
 107.405624  106.84885   105.864105  106.014946  104.3598    104.08388
 102.909966  101.574425   99.92807    98.39773    97.76113    97.538795
  96.26391    94.13829    93.848274   92.00486    91.41651    89.008385
  88.01736    86.02393    84.07121    82.06744    80.334145   79.04332
  76.935036   76.13593    75.01769    73.96908    72.71655    71.03942
  69.371925   67.40335    66.0153     63.274117   62.075607   60.236134
  58.810234   57.35353    55.54681    53.860825   51.28916    50.005047
  48.766388   47.476704   46.150345   45.22232    43.51569    41.77322
  39.08925    36.962585   34.62584    33.262768   30.832325   28.829262
  27.362347   26.013613   24.511173   21.856552   21.466227   19.192003
  18.174229   15.960402   14.548656   12.799149   10.1296      9.137603
   8.590099    8.197577    6.784549    7.2760954   6.881038    6.435229
   7.096494    7.9731297   7.6348953   8.452409    9.351964   10.288615
  10.444777   11.079851   12.543561   13.256764   15.092446   16.034946
  19.404814   22.606209   24.71005    27.475695   30.397757   33.282234
  35.406307   38.99313    41.731453   44.14544    46.570187   49.168224 ]",59.96659537,7.743810132
5,"[97.912476 97.21892  96.17841  95.71179  94.71894  93.790215 93.3837
 91.91546  90.73257  88.90193  86.97184  86.10679  85.09208  83.57452
 82.080345 80.19378  78.298416 76.23171  74.56944  72.140816 70.657036
 69.394936 68.741844 67.01336  66.17502  64.65104  62.917423 62.48905
 60.20137  59.534378 58.03446  56.250923 54.50566  52.887314 51.985558
 51.68543  50.504223 48.86609  48.897533 47.550285 47.506317 45.650593
 45.17538  43.83969  42.510624 41.399498 40.50642  40.146194 38.715313
 38.84169  38.906788 38.753525 38.458187 37.610687 36.789406 35.392548
 35.087994 33.318558 33.16043  32.41264  32.269768 32.016506 31.129736
 30.276602 28.716797 28.412678 28.202356 27.701368 27.267637 27.63835
 27.218933 26.74737  25.09132  24.114054 23.029623 23.208271 21.761992
 21.081453 21.029802 21.123608 21.079515 19.910074 21.579163 20.863224
 21.498272 20.882349 21.09527  20.791569 19.190994 19.880156 20.959705
 22.229195 21.712233 24.238249 25.37701  26.146687 28.621092 30.934448
 31.67698  33.619633 35.6418   37.61527  38.858715 40.491688 42.728348
 43.80254  46.423008 47.402378 50.938763 54.376404 56.438816 58.982292
 61.603104 64.3186   66.2041   69.53738  71.58     73.12269  74.44473
 75.963036]",402.6287147,20.06561025
6,"[105.24897  103.81382  101.89931  100.50417   98.357765  96.507996
  95.22841   93.31494   91.31249   88.518585  86.100815  84.19743
  82.21314   79.85296   77.44039   74.6851    71.9391    69.28044
  66.787     63.863747  61.532833  59.65442   58.107403  55.910213
  54.292816  52.30853   50.559948  49.561092  47.362823  45.9822
  44.121838  42.018982  39.945923  38.01905   36.46824   35.665092
  34.480785  33.050274  32.43532   31.247437  30.851402  29.315174
  28.54174   27.33638   25.860727  24.72597   23.967379  23.550268
  22.31421   22.281254  22.31492   22.080732  21.605154  20.775436
  19.933506  18.64109   18.392904  17.122252  16.885048  16.573559
  16.766829  16.83332   16.333862  15.57321   14.664247  14.665175
  14.670639  14.395447  14.486622  15.527709  16.036255  16.595337
  16.135641  16.076141  16.158985  17.099348  17.081947  17.513002
  18.647917  20.00391   21.421797  22.262836  25.000168  26.33695
  28.573666  29.865341  31.503708  32.661747  32.775078  35.216103
  37.90584   40.508503  41.546757  45.34691   47.802498  49.87777
  53.4134    56.555527  58.766815  61.709564  64.67558   67.28189
  69.8161    72.38732   75.079796  76.76595   79.60824   81.13741
  84.00261   87.151215  89.34485   91.60568   93.973366  96.5254
  98.572556 101.1034   102.60001  103.83611  104.629265 105.55608 ]",275.9061696,16.61042352
7,"[107.876945  106.355095  104.36453   102.76736   100.30071    98.31526
  96.86235    95.21615    92.97127    89.95882    87.757095   85.5665
  83.220726   80.747894   77.88998    74.95978    71.788765   69.06278
  66.19483    63.34875    60.52233    58.407513   56.258232   53.94755
  51.75513    49.613632   48.023296   46.48054    44.59312    42.511173
  40.3504     38.102345   35.801296   33.653503   31.533714   30.232586
  29.062363   27.818707   26.457855   25.380306   24.491758   23.267645
  22.142515   21.06886    19.472069   18.27056    17.606169   17.003677
  16.032248   15.7589445  15.650755   15.338597   14.646665   13.849598
  13.056807   12.0614     11.838023   11.222266   10.885528   11.073915
  11.545124   11.901027   11.929741   11.469823   11.327754   11.687019
  11.905373   11.937567   12.594636   14.128294   15.506467   16.962696
  17.758755   18.602802   19.815744   21.259825   22.72792    24.087402
  26.10748    28.437763   30.948128   33.532707   36.624504   39.689762
  42.969917   45.702766   48.277893   50.52319    52.154064   55.736374
  59.434677   62.681217   64.99999    69.16141    72.29742    75.21875
  78.95224    82.19801    85.36201    88.66406    91.99542    94.66451
  97.8451    100.762024  103.35881   105.3081    107.8531    109.784584
 111.58281   113.96836   116.042435  117.78298   119.698006  121.78168
 123.78146   125.14227   125.994255  126.93049   127.352394  127.76802  ]",288.1504206,16.97499398
8,"[ 69.97393    67.56733    64.830055   62.7029     60.07176    57.7771
  56.24964    54.778538   52.259132   49.34348    47.623848   45.654087
  43.517384   41.80943    39.598232   36.79621    34.188736   32.004948
  30.097225   28.332142   26.124321   24.63163    22.985792   21.68416
  20.070024   18.956594   18.284424   17.253328   16.50097    14.903547
  13.808968   12.562556   11.359071   10.225517    8.876354    8.3557825
   7.927409    7.6399264   7.0739055   6.975519    7.034208    6.7534018
   6.7649283   6.980613    6.8243494   6.8083267   7.3949842   8.170076
   8.654536    9.425888   10.402367   11.644534   12.348387   13.066743
  13.628268   14.630075   16.119043   17.48287    18.890638   20.940376
  23.125395   25.228277   27.174423   28.766668   30.56855    32.785557
  34.582253   36.58496    38.985374   42.014717   45.03198    47.916584
  50.44316    52.8599     55.488255   58.399353   61.469852   64.0298
  66.950645   70.07111    73.54276    76.512955   79.71759    83.00491
  86.13849    88.85677    91.37978    93.73144    95.406586   98.53981
 101.74061   104.19094   105.34761   108.31485   109.81348   111.238754
 113.19258   114.3902    115.40383   116.70453   118.25614   118.9869
 119.85758   120.51174   120.75358   120.45923   120.25554   119.8048
 119.08753   118.50429   117.95729   117.06128   116.56531   116.293106
 115.95276   114.618065  112.835754  111.36806   109.84639   108.20092  ]",228.3024415,15.10968039
9,"[ 3.18516541e+01  2.96786098e+01  2.76217499e+01  2.57165565e+01
  2.36422348e+01  2.17473183e+01  2.06413727e+01  1.98689880e+01
  1.71571674e+01  1.47459879e+01  1.38982534e+01  1.22853165e+01
  1.08075390e+01  9.93709373e+00  8.21357250e+00  5.51605320e+00
  3.47524023e+00  2.00247192e+00  7.54163265e-01  1.24910951e-01
 -1.52884388e+00 -1.82332981e+00 -3.31145525e+00 -3.31623054e+00
 -5.33534002e+00 -5.08368158e+00 -5.12359190e+00 -6.19727612e+00
 -5.50501633e+00 -6.57207870e+00 -6.38234472e+00 -6.09833431e+00
 -5.77929115e+00 -5.04861736e+00 -4.95148277e+00 -4.30196428e+00
 -3.13986969e+00 -1.30132937e+00 -1.15668654e+00  7.68831491e-01
  2.21302319e+00  4.29678154e+00  6.13650274e+00  8.70266628e+00
  1.12567673e+01  1.36469994e+01  1.65605373e+01  1.91773033e+01
  2.25196056e+01  2.52959976e+01  2.84436760e+01  3.20002327e+01
  3.49836540e+01  3.79275246e+01  4.10544968e+01  4.47490921e+01
  4.80537643e+01  5.21951485e+01  5.52023239e+01  5.90964699e+01
  6.25041695e+01  6.61075668e+01  6.98056641e+01  7.34512405e+01
  7.71406784e+01  8.06102676e+01  8.31138992e+01  8.59616241e+01
  8.88599930e+01  9.15575714e+01  9.46441650e+01  9.72352676e+01
  1.00052795e+02  1.02694939e+02  1.05551277e+02  1.07702736e+02
  1.10602142e+02  1.12575150e+02  1.14197823e+02  1.16118027e+02
  1.17985153e+02  1.19973618e+02  1.20508911e+02  1.22199188e+02
  1.22893166e+02  1.23470085e+02  1.23980850e+02  1.24742775e+02
  1.25412491e+02  1.25788338e+02  1.26393303e+02  1.26052055e+02
  1.25784210e+02  1.25098404e+02  1.24217461e+02  1.23815155e+02
  1.22152496e+02  1.20179955e+02  1.18926971e+02  1.17324402e+02
  1.16185852e+02  1.14298294e+02  1.12616096e+02  1.10489418e+02
  1.08059975e+02  1.06039116e+02  1.03512276e+02  1.01836433e+02
  9.85290375e+01  9.54468765e+01  9.33920898e+01  9.08296356e+01
  8.85785370e+01  8.63171158e+01  8.44282227e+01  8.08407440e+01
  7.75328217e+01  7.47864990e+01  7.24659500e+01  6.98435364e+01]",145.3217111,12.0549455
