id,predict_data,mse,rmse
0,"[ 19.407541  19.73395   21.27771   22.65924   24.31633   26.162342
  28.822372  31.539434  34.008194  36.222237  38.950665  41.539402
  44.391167  47.757412  51.37673   55.044823  58.753555  62.48612
  66.63124   71.213936  75.62407   79.978134  84.85868   89.40959
  94.35566   99.23001  103.73646  108.68734  113.20844  117.73522
 122.34416  126.483055 130.36275  134.32506  138.26834  142.07413
 145.7375   148.93762  151.8157   154.49477  156.86458  159.02234
 161.01617  162.559    163.66855  164.5514   165.3619   165.66513
 165.79639  165.85968  165.39851  164.57272  163.7227   162.52042
 161.18832  159.65869  157.97107  155.83025  153.87967  151.11719
 148.64589  146.2791   143.68512  141.21025  138.59535  135.44731
 132.39456  129.57983  126.576805 123.51976  120.62935  117.70442
 114.860596 112.347755 109.62418  106.132835 103.60867  101.21886
  99.07239   96.85435   94.857506  91.940254  89.52128   87.559
  85.16024   83.05674   81.30561   79.09844   77.39956   75.6039
  74.130554  72.277336  71.21042   69.62332   67.57065   66.04279
  64.596436  62.783184  61.73177   60.44629   58.725845  57.405144
  56.064125  54.165386  52.67167   51.17234   49.349262  48.430676
  47.533886  46.140244  45.33549   44.49017   43.17776   42.259445
  41.396427  40.47768   39.466583  38.62956   37.24633   36.320213]",3480.041034,58.99187261
1,"[ 16.141136  16.345821  17.719955  18.875723  20.35057   22.069921
  24.737976  27.363878  29.715439  31.75781   34.219517  36.77639
  39.521282  42.710007  45.986893  49.332603  52.652767  56.098667
  59.91267   64.04773   67.70294   71.383446  75.61257   79.46562
  83.692665  87.7447    91.14083   95.080055  98.54777  101.94962
 105.64162  108.8085   111.473366 114.18864  117.052734 119.60727
 122.30577  124.54117  126.39974  127.9482   129.47328  130.65242
 132.04662  133.03824  133.58342  133.84103  134.43007  134.5226
 134.63371  134.65825  134.18582  133.41106  132.96127  132.1676
 131.36807  130.48459  129.38123  127.76555  126.64002  124.86974
 123.25386  121.94389  120.31039  118.73023  117.24121  115.46077
 113.49064  111.91235  110.00436  107.96307  106.11409  104.44061
 102.53424  100.90798   99.16193   96.672585  94.8782    93.37207
  91.9693    90.30065   89.05492   86.8535    84.82301   83.17689
  81.16043   79.26865   77.87579   76.02767   74.222206  72.48367
  70.90841   68.926155  67.781364  66.087036  63.612343  61.827877
  60.067986  57.941586  56.47806   54.80885   52.430813  50.606308
  48.90773   46.62913   44.604958  42.624817  40.17587   38.57716
  37.307415  35.53616   34.192905  32.926163  31.092388  29.707224
  28.535225  27.286018  25.98378   24.745459  23.235264  22.131674]",1428.896908,37.80075275
2,"[ 12.97962   12.834752  13.769415  14.457297  15.462041  16.754156
  19.079453  21.34404   23.272078  24.824883  26.761263  28.958826
  31.311392  34.078106  36.83613   39.648     42.428684  45.388157
  48.7378    52.370895  55.312725  58.326847  61.93653   65.17101
  68.81572   72.25322   74.82762   77.99509   80.71886   83.36893
  86.43787   88.97171   90.853165  92.77085   94.983475  96.83095
  98.99122  100.70639  101.99503  102.89248  103.975235 104.6657
 105.78825  106.5233   106.80006  106.77606  107.33423  107.4092
 107.640526 107.748566 107.347404 106.67806  106.55789  106.08765
 105.71663  105.31986  104.619804 103.39989  102.86272  101.752975
 100.73749  100.13331   99.119354  98.10978   97.370544  96.46713
  95.224266  94.461685  93.247986  91.8748    90.73271   89.853935
  88.57921   87.57282   86.44378   84.61592   83.36577   82.49558
  81.65484   80.465775  79.74007   78.062706  76.43535   75.137924
  73.500114  71.910545  70.845695  69.32484   67.64216   66.156166
  64.70894   62.85214   61.824184  60.222935  57.72908   56.030815
  54.29977   52.208595  50.682827  48.952034  46.397633  44.5144
  42.810684  40.49601   38.31324   36.180668  33.526737  31.710524
  30.361353  28.474442  26.890598  25.446123  23.378223  21.807705
  20.521246  19.107998  17.618454  16.142853  14.527465  13.298493]",366.4697984,19.14340091
3,"[ 9.971194   9.29598    9.647438   9.707237  10.01334   10.635188
 12.39184   14.041832  15.337125  16.20884   17.36706   18.965027
 20.69451   22.793577  24.860477  26.998913  29.065456  31.339918
 34.096256  37.114304  39.299168  41.629936  44.5839    47.17938
 50.28936   53.199505  55.098     57.636993  59.796303  61.912582
 64.57284   66.72834   68.12142   69.56401   71.45517   73.01233
 74.99745   76.55443   77.66423   78.343544  79.37915   80.04493
 81.28627   82.143394  82.52749   82.61242   83.44658   83.862915
 84.526924  85.03118   84.98509   84.699104  85.134346  85.2071
 85.46271   85.687096  85.49934   84.8051    84.93766   84.50313
 84.11737   84.17304   83.71282   83.23056   83.15998   82.945465
 82.30436   82.15177   81.42153   80.522736  79.877975  79.49713
 78.64412   78.02986   77.189514  75.68676   74.719604  74.163895
 73.582085  72.60655   72.03297   70.502075  69.00393   67.783745
 66.21487   64.67138   63.608376  62.053555  60.29982   58.84295
 57.320126  55.412773  54.28615   52.547245  49.94297   48.203613
 46.38109   44.229954  42.55342   40.628994  37.912174  35.97212
 34.22222   31.855486  29.53534   27.210358  24.410732  22.485022
 21.092117  19.108143  17.360836  15.746178  13.51943   11.854007
 10.488337   8.939735   7.3018966  5.625116   3.9007638  2.5889087]",180.8234727,13.44706186
4,"[ 9.857447    9.615346   10.404756   10.877083   11.572358   12.535755
 14.633355   16.533901   18.08175    19.181704   20.523407   22.238901
 24.07567    26.16909    28.258224   30.408258   32.413433   34.574318
 37.267242   40.13219    42.161087   44.31435    47.050114   49.396534
 52.281834   54.947594   56.58275    58.85321    60.71937    62.519127
 64.85539    66.76411    67.92751    69.13934    70.80433    72.12005
 73.82349    75.23454    76.20471    76.756226   77.65801    78.21399
 79.30966    80.118965   80.43393    80.474396   81.24488    81.670044
 82.31214    82.813644   82.763016   82.463036   82.88526    82.9984
 83.33816    83.63729    83.51062    82.80553    82.96589    82.60675
 82.31821    82.40346    81.99198    81.460976   81.40054    81.21199
 80.621735   80.42758    79.63496    78.630585   77.90334    77.41891
 76.485825   75.68367    74.61078    72.97105    71.814644   71.057655
 70.26483    69.04334    68.11119    66.304306   64.543495   62.99758
 61.108887   59.248325   57.744167   55.827923   53.75846    52.030235
 50.09817    47.91729    46.404118   44.295067   41.505013   39.55201
 37.463017   35.14592    33.26661    31.146286   28.375011   26.335655
 24.460913   22.077394   19.78495    17.461742   14.8003025  13.005008
 11.710387    9.92315     8.424852    7.0434117   5.1467104   3.8194077
  2.7451649   1.5601978   0.35687792 -0.9056502  -2.164761   -2.9778187 ]",249.9090866,15.8085131
5,"[18.420214   19.181288   20.981306   22.449032   24.117554   25.967392
 28.848366   31.418015   33.613075   35.32858    37.28387    39.383163
 41.58914    43.90376    46.24217    48.588985   50.70466    52.879128
 55.5888     58.35438    60.34177    62.35273    64.88887    66.99932
 69.59232    71.93308    73.3076     75.25917    76.74082    78.12041
 79.906746   81.387764   82.24648    83.115746   84.35181    85.21745
 86.328804   87.3509     87.988754   88.22125    88.69299    88.88157
 89.44979    89.87057    89.81583    89.520966   89.8248     89.88455
 90.04433    90.09844    89.66978    88.951866   88.8193     88.50063
 88.43786    88.3275     87.894554   86.76164    86.420425   85.666306
 85.03816    84.67198    83.94071    82.96854    82.45005    81.84478
 80.92563    80.261696   79.07732    77.65107    76.498604   75.57056
 74.273766   72.95267    71.40426    69.46664    67.90732    66.742455
 65.5678     63.96534    62.529934   60.39468    58.302753   56.343422
 54.11166    51.937214   49.958904   47.7535     45.46297    43.542084
 41.26288    38.96479    37.177685   34.862766   32.145233   30.177444
 28.036644   25.805325   23.990425   22.002506   19.548689   17.690094
 15.967236   13.900681   12.023931   10.123561    8.066438    6.8123345
  5.9892697   4.8581333   4.087049    3.4422781   2.4098039   1.8988183
  1.5575681   1.2385525   0.9870042   0.6790193   0.40522078  0.5844279 ]",149.3202769,12.21966763
6,"[ 31.743217   33.986176   37.17543    40.064358   43.21725    46.416325
  50.438316   54.05654    57.196976   59.78786    62.757164   65.48003
  68.284225   71.0277     73.77454    76.39904    78.78919    81.09226
  83.86061    86.57179    88.57226    90.406334   92.74019    94.625084
  96.81807    98.75885    99.83769   101.364815  102.36424   103.21929
 104.21041   105.08337   105.577614  105.99417   106.632164  106.8415
 107.06603   107.511086  107.683975  107.445145  107.27679   106.89892
 106.626785  106.39728   105.78718   104.99469   104.58825   104.03282
 103.39239   102.680984  101.64273   100.24341    99.162636   98.09742
  97.294495   96.45888    95.52594    93.71395    92.487144   91.04918
  89.80943    88.69733    87.478096   85.83397    84.52528    83.254166
  81.785545   80.41358    78.69574    76.71376    74.93499    73.38768
  71.56077    69.5107     67.41121    65.23348    63.175255   61.54792
  59.96197    57.971844   56.024097   53.69171    51.316933   48.963524
  46.496483   44.126694   41.74146    39.436428   37.04978    35.0883
  32.568775   30.356668   28.430386   26.108082   23.714819   21.93903
  19.972637   18.078573   16.553545   15.008095   13.184994   11.725693
  10.393627    8.91565     7.7365174   6.6098533   5.533792    5.1138544
   5.0404506   4.9203887   5.222744    5.734454    5.9948597   6.6730614
   7.426958    8.379635    9.505055   10.612626   11.783078   13.349714 ]",47.78437179,6.912624088
7,"[ 52.21276    54.882748   58.35974    61.532665   64.86141    68.17994
  72.15767    75.6648     78.56958    80.82929    83.50463    85.75218
  88.04023    90.15846    92.2506     94.11692    95.7338     97.183624
  99.09833   100.93145   102.0519    102.892914  104.27544   105.27601
 106.512245  107.54139   107.773415  108.34298   108.43943   108.46491
 108.41696   108.43825   108.28164   107.96658   107.85239   107.41882
 106.8396    106.66137   106.360306  105.59648   104.8466    104.08499
 103.218636  102.45742   101.459595  100.32767    99.446915   98.587006
  97.512474   96.328545   94.968956   93.19526    91.52471    90.041824
  88.87028    87.63074    86.4805     84.38898    82.667755   80.86781
  79.30133    77.76047    76.28004    74.31726    72.59387    70.96622
  69.22642    67.45518    65.4571     63.276146   61.20274    59.31899
  57.254456   54.831932   52.44336    50.26932    48.02925    46.271828
  44.607063   42.63896    40.55582    38.355755   36.09299    33.74139
  31.453169   29.346203   27.035757   25.019663   23.010317   21.509264
  19.320875   17.710655   16.18385    14.354718   12.787638   11.750101
  10.531585    9.503056    8.732955    8.046298    7.2849293   6.7773843
   6.3902555   5.960642    5.826644    5.7487993   5.931432    6.6695576
   7.6965523   8.782825   10.222774   11.922372   13.471745   15.362765
  17.23044    19.330437   21.576593   23.81487    26.136883   28.79837  ]",43.79139418,6.617506644
8,"[ 71.766624   74.30106    77.426476   80.27914    83.22028    86.145386
  89.57751    92.571465   94.79095    96.26674    98.26875    99.76356
 101.2555    102.57644   103.76827   104.62457   105.32521   105.843315
 106.766174  107.67899   107.81769   107.59037   108.023224  108.19244
 108.490906  108.66407   108.07328   107.71099   106.99047   106.30996
 105.36145   104.60866   103.85071   102.84311   102.05926   101.07689
  99.85475    99.10026    98.373505   97.09093    95.834946   94.74396
  93.40564    92.13825    90.826744   89.40927    88.17997    87.07728
  85.68302    84.098816   82.50981    80.46537    78.33687    76.52948
  75.058586   73.50216    72.23383    70.031425   67.95224    65.91265
  64.099236   62.298355   60.70116    58.64148    56.677143   54.89742
  53.02559    51.10553    49.08094    47.003876   44.890167   42.966133
  40.89379    38.426697   36.141247   34.313904   32.21046    30.688612
  29.305021   27.742186   26.019455   24.399622   22.631006   20.705858
  19.046408   17.636377   15.949363   14.703787   13.443991   12.779111
  11.401819   10.750962   10.071556    9.17082     8.665905    8.652718
   8.518184    8.594147    8.8079815   9.215817    9.590931   10.175132
  10.9224615  11.608953   12.498226   13.484184   14.805476   16.570871
  18.636002   20.758883   23.066954   25.731583   28.242168   31.014402
  33.730423   36.618214   39.545563   42.48722    45.52232    48.783276 ]",53.39418149,7.307132235
9,"[ 88.47659    90.541084   93.01707    95.24327    97.509224   99.79927
 102.51288   104.80271   106.20843   106.81236   107.99864   108.74405
 109.4137    109.941925  110.20895   110.097176  109.91296   109.60284
 109.58715   109.635445  108.81229   107.61254   107.18842   106.61523
 106.05      105.42604   104.0448    102.8328    101.366776  100.04467
  98.34769    96.903015   95.553085   93.87575    92.478966   90.9727
  89.23811    87.927925   86.80407    85.027824   83.35663    81.97486
  80.334366   78.68379    77.19555    75.588425   74.21043    73.03888
  71.55464    69.80113    68.223785   66.18454    63.96225    62.161694
  60.699844   59.147884   58.07219    56.103573   54.05651    52.171013
  50.43032    48.771297   47.40485    45.662632   43.856743   42.351425
  40.669304   38.992092   37.308125   35.69707    33.864376   32.28174
  30.486752   28.28905    26.448242   25.21453    23.444647   22.371191
  21.441103   20.396315   19.284256   18.393677   17.149092   15.708507
  14.727525   14.003996   13.066247   12.624114   11.993634   12.022931
  11.395127   11.522086   11.604687   11.520062   11.74381    12.468961
  13.1719475  14.045914   14.943595   16.129452   17.188301   18.467758
  20.022902   21.444696   22.926245   24.555159   26.491463   28.756016
  31.451563   34.146957   36.824165   39.95876    42.885143   46.006382
  49.11317    52.295155   55.428646   58.547054   61.844406   65.23175  ]",75.05549563,8.663457487
