id,predict_data,mse,rmse
0,"[ 10.678235   15.88356    17.386703   22.87605    28.466057   34.82236
  40.693825   43.658092   47.89743    53.911114   57.108913   56.543182
  57.84834    60.3315     65.77943    75.33523    81.72975    88.1038
  91.49452    97.422134  101.79569   103.3449    106.735275  106.56854
 111.19907   115.43326   119.09111   119.056244  123.978584  128.56265
 133.63615   140.64883   143.66104   144.82004   143.33604   143.97882
 141.07394   144.66566   144.2463    143.90259   140.5442    138.55133
 135.65707   135.57626   136.8427    137.4056    134.07634   133.50838
 132.16486   131.10005   132.75917   131.34106   127.89886   126.36244
 124.152824  121.71351   123.63942   126.10522   123.53754   121.95554
 120.138916  115.26602   113.382065  112.25901   108.639114  104.67892
 103.204445  101.79284   103.94164   103.579     100.184616   95.12031
  90.93234    90.40403    87.96768    85.08738    83.95655    83.88669
  79.606445   78.748116   78.750725   81.13926    77.25192    73.745415
  70.04291    65.354385   58.75964    55.02514    53.86751    52.372437
  48.59537    44.513897   41.274586   39.96131    37.090027   33.06109
  31.86579    29.058634   26.145576   24.354742   24.002947   25.077246
  22.242096   17.59228    12.942859   13.233953   14.088422    9.241054
   6.999948    5.9134316   6.577354    9.684512   11.507852   15.051541
  20.279846   15.882549   11.369929   11.2606535  11.801959    8.713969 ]",2350.788999,48.48493579
1,"[4.88198191e-01 4.55214167e+00 6.15253592e+00 1.00901289e+01
 1.38910999e+01 1.98471050e+01 2.49471626e+01 2.71210670e+01
 3.05161991e+01 3.72999458e+01 3.93245125e+01 3.76661148e+01
 3.83500061e+01 4.06173973e+01 4.51322250e+01 5.39460030e+01
 6.16174965e+01 6.77655869e+01 7.08387299e+01 7.69188919e+01
 8.03435287e+01 8.11881790e+01 8.47678680e+01 8.32181244e+01
 8.69567261e+01 9.17477646e+01 9.50991135e+01 9.40720520e+01
 9.78673019e+01 1.02383209e+02 1.07639015e+02 1.16374245e+02
 1.21556824e+02 1.22055092e+02 1.19989525e+02 1.21400734e+02
 1.17302185e+02 1.21887093e+02 1.21100082e+02 1.21206894e+02
 1.17629623e+02 1.16178741e+02 1.13890015e+02 1.15173500e+02
 1.17446335e+02 1.20680153e+02 1.18118362e+02 1.18336227e+02
 1.18418686e+02 1.17581017e+02 1.20489456e+02 1.18627853e+02
 1.15754890e+02 1.14944817e+02 1.13874908e+02 1.12430351e+02
 1.14828629e+02 1.20826805e+02 1.20757866e+02 1.19431526e+02
 1.17423286e+02 1.11773376e+02 1.08983116e+02 1.10310692e+02
 1.06095566e+02 1.00986954e+02 9.83381882e+01 9.50960922e+01
 9.73612213e+01 9.57260895e+01 9.35305786e+01 8.94982605e+01
 8.54649734e+01 8.48002396e+01 8.20324860e+01 7.84533463e+01
 7.63224869e+01 7.77360535e+01 7.26705780e+01 7.17088547e+01
 7.04762344e+01 7.27854538e+01 6.87230453e+01 6.56057129e+01
 6.33995247e+01 5.89778328e+01 5.22237892e+01 4.92911797e+01
 4.91846886e+01 4.78501778e+01 4.29259071e+01 3.85657921e+01
 3.50633698e+01 3.30158958e+01 3.09132366e+01 2.70788288e+01
 2.56966152e+01 2.27328072e+01 2.02176723e+01 1.94313278e+01
 1.86531830e+01 1.96286545e+01 1.61303177e+01 1.11686115e+01
 5.90158939e+00 6.85578346e+00 7.13652897e+00 3.14196658e+00
 3.72876674e-01 6.87595159e-02 7.45653927e-01 4.99648666e+00
 7.70915365e+00 1.07917280e+01 1.70011349e+01 1.29503927e+01
 7.65405369e+00 7.18103600e+00 7.64155006e+00 5.00686789e+00]",261.8666903,16.18229558
2,"[ 30.022306    36.93771     40.633434    47.751392    55.449005
  63.84836     71.09331     74.53506     77.114586    83.11802
  85.8544      86.034164    86.935646    88.84398     93.68133
 101.75569    107.4415     112.693924   117.19985    122.45641
 125.21677    125.14475    127.40721    125.53071    130.51927
 131.59029    133.81068    131.01028    133.67992    135.49886
 138.54083    143.88777    146.33139    145.47308    143.04814
 143.44444    140.8783     143.22899    141.76549    138.46179
 134.567      131.7553     128.0157     127.20895    126.95429
 125.24507    122.726494   123.124084   122.6882     121.976364
 122.7712     120.96075    115.1137     113.886475   111.23686
 109.4        110.77783    111.66471    108.871475   106.9736
 104.91914     98.27625     96.99201     94.940285    90.97453
  87.39442     85.667305    83.23459     83.7724      82.04618
  78.11702     72.04948     67.48813     66.82878     64.41547
  61.95265     59.785465    59.690544    56.243607    55.49344
  55.67722     57.186043    53.27115     48.2119      44.118496
  37.679516    30.291111    27.972765    27.249874    24.156244
  20.335865    19.17374     17.013477    15.554569    12.69465
   9.725984     8.113292     6.3422413    4.6330023    3.4766724
   4.3726664    5.366365     3.0286708   -0.94494903  -4.354314
  -2.7389534   -2.23039     -6.391134    -7.711174    -5.9886365
  -2.5603647    3.1354852    7.4522953   12.196813    19.114836
  16.363676    14.16795     16.14753     18.907988    17.812418  ]",468.1180219,21.63603526
3,"[ 78.210724   84.06377    87.60259    94.88882   102.95092   111.7745
 119.424095  121.726555  121.989624  125.892975  126.93531   127.04863
 126.060936  125.25284   127.61184   133.3653    135.17374   137.20833
 141.34602   144.11531   143.97403   141.6509    141.4205    138.66692
 143.54736   141.43948   139.94391   135.91365   136.70146   136.4929
 135.96461   137.5949    136.21753   135.06189   132.6671    131.78125
 130.1405    130.69229   128.22482   121.99769   118.05316   113.72429
 110.05019   106.52415   104.536674   98.75835    96.90442    97.69777
  97.006714   97.40155    97.10854    93.816864   86.968216   86.67012
  83.170166   81.57823    80.67952    78.31353    73.68079    70.73754
  68.48274    61.839375   61.956524   57.132225   54.104122   52.120644
  51.87757    49.979576   50.163383   49.54409    44.54455    38.27124
  32.916298   32.04015    31.265167   29.691925   27.066563   26.153225
  25.175758   26.282883   27.953691   29.904177   28.678492   22.893711
  19.43583    12.8704      5.737553    4.7215934   2.7918265  -0.9832686
  -2.1311736   1.1544493   1.8860669   2.2313194   1.6509681   2.966327
   3.229318    4.8427353   5.1909094   5.7677236   8.130838    8.973763
   9.046691    7.3814025   8.357899   12.478054   14.576221   11.919311
  12.934287   18.068785   24.7432     32.44201    37.790283   43.00392
  49.292442   49.86341    50.697155   54.79594    57.80337    57.956417 ]",474.0534543,21.77276864
4,"[125.335205  127.26607   129.86942   130.8088    133.69165   139.01608
 142.28136   142.59001   141.63896   144.47728   143.00674   142.48729
 140.28903   136.47784   135.65384   137.89087   137.9925    137.24536
 138.90016   138.30872   136.35434   135.06242   134.07657   130.83331
 133.25894   131.93127   127.75435   123.26274   122.2306    121.98947
 120.66221   120.90536   117.49984   116.65921   115.08992   115.1986
 113.60344   115.23184   112.689835  106.86424   103.00641    99.45304
  96.09079    92.26719    89.85119    84.19134    82.43516    83.27874
  83.913055   85.26761    86.79685    81.26035    75.90163    77.02316
  75.605736   73.85164    71.06008    70.26939    66.0103     60.175186
  56.41673    48.204777   47.07994    44.44159    42.85802    39.36104
  38.536926   33.81266    32.62887    31.081451   25.913403   20.504568
  15.441871   15.435641   15.925417   14.642094   10.777028   11.963731
  11.135703   14.449467   15.283447   18.664974   19.596945   13.376638
  12.543715    7.6955614   1.53363     2.7775404   2.9634697   1.7422055
   3.064905    9.641582   14.179365   15.889578   18.878397   23.870735
  24.884537   27.065779   29.434198   33.724277   35.33174    36.886047
  40.330246   40.758335   44.541546   52.24665    55.817852   55.018353
  56.89984    63.40577    69.596695   78.4419     84.11274    88.09606
  95.19262    98.9088    100.96035   106.88585   109.18985   110.963974 ]",663.4329014,25.75719126
5,"[ 95.44226    95.905525   96.21875    99.179375  101.40656   107.20149
 111.578     110.50682   107.42927   108.199326  105.54812   101.83363
  97.293205   91.98387    90.68566    92.14441    91.56146    88.9932
  90.45143    90.087715   86.7531     81.98461    79.996346   76.63938
  79.40862    76.51804    72.99264    69.13006    68.74489    69.63136
  66.70862    65.62009    63.46187    63.103962   61.435577   59.280663
  57.896305   59.121456   56.261143   51.0152     48.113785   44.548164
  44.13203    39.654026   38.3602     34.591766   34.270428   35.735035
  35.535183   37.15558    37.09585    32.896885   28.77719    30.402184
  28.311834   28.262829   27.472258   27.233494   25.234833   22.243427
  20.016989   15.327417   16.140993   12.183432   10.171476   10.139267
  11.669899   10.937087   12.376059   15.243373   13.338172   11.054921
   6.9512563   6.5941434   7.8071485   6.4643383   4.82675     5.737158
   8.189049   11.908516   15.469662   20.160116   24.514294   22.715223
  23.257412   19.83863    15.46991    15.710576   13.301837   11.794439
  13.0188     19.6535     21.647678   23.5028     26.958271   31.987612
  36.83568    42.77469    45.368004   47.776375   50.6308     50.719685
  52.643692   53.313446   56.864243   60.509808   63.37468    62.888462
  64.18355    72.07799    79.24853    86.0445     89.94448    93.9424
  99.00117   100.964676  101.790215  103.27656   102.81203   101.93216  ]",309.9692069,17.60594237
6,"[111.41448   111.54173   112.002106  111.2373    110.29699   113.37249
 113.15825   113.05462   109.88603   108.85497   106.66733   101.92358
  97.23551    89.51875    88.557755   85.932556   85.17333    80.52647
  80.08548    76.306885   73.81005    70.82036    69.44083    67.72215
  67.99797    63.727295   63.03064    58.702366   58.04705    58.858253
  56.28307    50.190624   47.05637    45.228233   44.280754   41.58107
  42.106808   43.356133   41.146633   37.47824    35.519764   34.438873
  34.97574    30.60717    27.148623   23.616547   22.784063   23.593174
  23.556562   24.345352   23.011868   20.679888   17.395102   19.060307
  18.953856   19.372585   21.133768   19.360182   18.753677   14.851091
  11.8393      6.706603    7.81504     5.6292276   5.160987    7.064708
   9.788107   11.134022   10.483684   15.439922   16.194242   15.729106
  14.819129   16.799076   18.18175    18.34902    20.094528   23.26455
  28.509632   33.274273   39.35655    45.75675    52.58751    54.083237
  55.573524   53.75976    52.217785   53.33516    53.453968   55.254765
  57.862362   67.39804    69.46526    71.65819    75.123535   78.567474
  85.12244    91.09762    94.66656    96.36163    99.89163   100.06917
 103.76749   105.93569   108.11832   107.87735   109.46079   108.64766
 108.3694    116.142876  120.86394   124.03113   126.37806   130.58005
 137.1559    137.23419   138.40927   137.61177   136.61272   135.6642   ]",318.4055157,17.84392097
7,"[106.10102  104.101715 102.86822  101.35322   99.06286   99.76058
  97.70082   96.17802   93.41594   91.88078   89.11498   84.71637
  80.302605  73.22767   71.73581   70.02057   69.47096   64.94955
  62.350014  58.369698  55.660194  53.15893   51.391327  49.63151
  49.767143  46.884373  45.948612  42.94075   42.650608  43.909454
  41.359447  36.585014  34.168995  32.476875  30.943398  28.180151
  28.038788  30.73248   28.852001  26.304811  25.015898  24.280827
  24.35532   20.691683  18.009216  16.025345  15.246377  16.901596
  17.201841  18.383232  18.454157  16.639744  14.954603  18.073746
  19.10264   20.108099  22.894602  23.751     24.014019  22.160816
  20.457678  17.00823   19.550062  19.307522  19.952606  22.881235
  26.67601   28.137463  29.726074  35.745018  38.3249    39.551735
  40.44742   43.76821   45.601017  46.5672    48.954777  52.632713
  58.038322  63.65765   69.18231   76.50456   83.58677   86.11584
  87.75864   87.49497   86.05256   87.036606  87.42751   90.03079
  93.46174  100.66356  102.21273  104.323944 107.36352  111.04379
 117.46628  121.40117  123.61457  124.61634  127.52015  127.837204
 130.5472   131.42287  132.49008  131.02982  132.458    130.78262
 130.80368  135.32588  136.6912   137.66296  138.39459  141.69002
 145.887    144.7612   144.30057  142.77913  139.91093  137.18274 ]",587.7375173,24.2432984
8,"[ 56.139088   53.76399    51.11363    50.885986   48.663383   48.737316
  47.485115   47.065742   46.605827   46.8415     46.051296   38.997288
  33.273632   28.065683   27.491636   28.985003   28.965452   26.43481
  23.536291   21.375715   19.104946   14.803507   14.38512    13.769848
  11.607867   10.760726   11.269486   10.984649   11.974062   14.300153
  14.513708   13.419203   13.605145   12.990609   11.012394    8.7367115
   6.0907526   7.817677    7.155413    8.461539    8.16359     8.525435
  12.624433   12.484137   12.891383   15.3475     15.346958   16.289024
  15.74827    16.050508   17.563612   18.435287   21.36545    24.86426
  27.079903   31.73813    36.673946   41.79436    45.066307   46.65064
  45.793194   44.718533   46.030228   49.480213   50.092575   53.37612
  56.651577   61.890385   67.67214    73.8185     77.74726    80.96443
  80.32549    81.6402     82.233635   81.22204    84.8197     87.07006
  90.03803    92.24484    96.81734   101.098816  105.34531   110.37384
 111.64215   111.089874  108.940674  107.54421   105.46839   106.05783
 105.6071    105.61039   101.787094  102.07827   103.683334  104.94722
 110.64118   113.363655  113.1311    112.44512   115.13519   113.90289
 111.602196  110.51675   109.135544  105.47549   105.87492   104.82715
 103.32502   105.12904   105.214424  104.43951   103.54527   105.20303
 106.59651   103.58424    98.68539    93.015335   88.98929    84.77899  ]",514.1195141,22.67420372
9,"[ 26.834038   28.455353   30.065622   28.926315   26.540857   26.64787
  24.451332   26.326881   25.102087   26.371796   26.842958   21.288452
  17.011814   12.975694   14.919311   13.238712   16.098305   13.831618
  13.642487   12.412334   12.718206   10.952484   12.365806   12.069489
  10.155207    8.295417   12.6169405  10.953366   11.034934   13.419019
  17.290869   16.669758   20.94529    20.417425   20.394842   20.992998
  21.25989    24.238174   26.236147   29.18338    31.125698   35.497154
  42.085846   46.492706   48.636547   53.92156    57.10637    59.333138
  61.013428   61.2969     63.96523    67.7196     70.78564    73.50547
  78.481255   84.604904   92.03423    98.175575  102.67371   102.76449
 100.40907    95.265526   94.09319   101.42046   101.803246  103.776375
 103.776695  106.32833   105.36677   106.110695  109.84417   111.28543
 110.373055  112.09782   111.652336  109.71423   110.383606  113.0015
 113.85829   111.67162   114.40687   115.53402   117.483986  119.19575
 116.55654   111.14478   108.473694  109.26836   110.02158   108.52693
 104.88272   105.07313    99.2036     95.8221     94.501884   90.27681
  91.55864    90.92767    89.61133    88.07706    90.44345    88.15846
  85.24255    83.31271    78.27111    72.7906     69.92032    68.81234
  64.44334    65.470955   64.91702    63.96136    64.97764    67.0361
  73.603134   69.746254   65.63016    60.00888    60.06067    59.380962 ]",276.2054421,16.61942966
