id,predict_data,mse,rmse
0,"[-18.872955  -17.467737  -17.089388  -15.458105  -12.916875  -10.881303
  -8.79692    -7.191033   -5.4209356  -2.8895261  -1.0000163   1.4360286
   4.424958    7.9344177  10.604961   12.474966   14.67067    16.659998
  18.634874   20.647274   23.09046    25.862968   27.629816   29.036821
  30.698822   32.095722   34.141834   36.28814    38.551975   40.213108
  40.749146   41.292095   41.459152   41.157246   41.03948    40.801014
  41.209507   43.22379    45.563805   46.67306    47.792835   49.08834
  50.579964   52.682343   55.32607    57.214687   58.419113   61.171524
  63.86312    66.54016    69.19845    71.878456   75.176254   78.63552
  82.10211    85.09643    88.72587    92.340355   94.72785    97.217316
 100.33736   103.12911   106.30293   109.045334  111.68411   114.614975
 117.15021   119.11963   120.88068   122.95109   125.40683   126.913826
 128.89555   130.42625   130.68195   130.66913   131.76479   131.97047
 131.70663   130.98396   130.50246   129.68292   128.63629   126.76891
 124.89894   123.23079   122.15481   120.70767   118.630325  116.13174
 113.26513   111.04741   108.67253   106.18292   104.27728   101.01869
  98.992096   96.1095     93.1762     89.69987    86.4781     83.81506
  80.02756    76.972336   73.68746    69.557396   65.68946    61.883972
  58.331158   54.54297    50.4007     46.621876   43.97124    40.505653
  36.440357   33.896336   31.490557   29.039722   26.130966   23.860643 ]",276.1800946,16.61866705
1,"[-19.686901  -18.49078   -18.397665  -16.875591  -14.3881035 -12.647123
 -10.838706   -9.503337   -7.903729   -5.627466   -3.9396908  -1.7576137
   1.1021125   4.532562    7.025313    8.490008   10.323209   11.973931
  13.672426   15.391884   17.670668   20.261713   21.6581     22.694294
  23.929132   24.900629   26.583296   28.543997   30.547327   31.80444
  31.879416   31.915758   31.557352   30.759327   30.116014   29.356874
  29.291231   30.801626   32.75532    33.475582   34.119118   34.95851
  36.121105   37.80429    40.04683    41.517307   42.32843    44.80875
  47.224625   49.541077   52.077778   54.67541    57.966896   61.505497
  65.03774    68.129166   71.871155   75.71383    78.29076    80.879944
  84.33121    87.337135   90.860695   93.939476   96.96215   100.370544
 103.28463   105.80093   108.04752   110.64611   113.58394   115.55793
 118.17494   120.30611   121.09472   121.74467   123.523125  124.394775
 124.782974  124.60658   124.81458   124.59661   124.13236   122.8331
 121.559006  120.54318   120.07205   119.26319   117.78809   115.91372
 113.543144  111.84312   110.11312   108.16498   106.77232   103.9714
 102.467354  100.151474   97.65245    94.40089    91.51256    89.18047
  85.548004   82.62724    79.493645   75.37647    71.55019    67.90144
  64.46484    60.664227   56.545147   52.71265    50.153584   46.56845
  42.211063   39.447186   36.882305   34.264126   31.071081   28.53206  ]",297.7664108,17.25590945
2,"[-20.342667  -19.24471   -19.28337   -17.861654  -15.4305525 -13.864332
 -12.231441  -11.042848   -9.538799   -7.470249   -5.9626594  -3.966172
  -1.224378    2.1148007   4.4739637   5.756323    7.43441     8.922991
  10.472905   12.053338   14.248365   16.754162   18.012281   18.920639
  20.032198   20.864922   22.445911   24.41828    26.391869   27.625742
  27.682245   27.678696   27.267048   26.42666    25.732754   24.919731
  24.859987   26.320982   28.286045   29.068481   29.696781   30.522955
  31.722868   33.40636    35.64858    37.149086   37.99545    40.52939
  42.990818   45.30646    47.922222   50.619564   54.00088    57.625412
  61.242195   64.456215   68.26544    72.19353    74.86234    77.51488
  81.04567    84.104034   87.7182     90.876595   93.980354   97.51646
 100.51728   103.15949   105.48994   108.159966  111.15342   113.14301
 115.83317   118.00804   118.83319   119.56203   121.41744   122.36007
 122.80756   122.66122   122.932945  122.71722   122.229164  120.93729
 119.664604  118.65035   118.138275  117.29065   115.812775  113.97444
 111.59561   109.900604  108.225395  106.28046   104.88247   102.09799
 100.61216    98.33907    95.85229    92.59765    89.70903    87.38371
  83.75039    80.81025    77.65039    73.513756   69.680046   66.07592
  62.66815    58.847454   54.747272   50.90622    48.37289    44.788452
  40.39401    37.600704   35.027065   32.39542    29.172838   26.618809 ]",352.7929152,18.78278241
3,"[-21.492933  -20.492525  -20.634045  -19.35776   -17.067339  -15.676099
 -14.219513  -13.212557  -11.851817  -10.018564   -8.716398   -6.9032035
  -4.355907   -1.1943887   1.0156381   2.17486     3.7211444   5.049115
   6.4393797   7.903935    9.984685   12.407323   13.595537   14.450475
  15.556867   16.349098   17.918718   19.956171   21.974453   23.299229
  23.491968   23.629522   23.332205   22.623781   22.081203   21.420609
  21.562983   23.204159   25.368362   26.415018   27.274157   28.349087
  29.803074   31.730728   34.227512   36.023422   37.17944    39.998455
  42.726387   45.314613   48.207977   51.18815    54.80684    58.62152
  62.436234   65.88113    69.86335    73.94776    76.80192    79.61516
  83.22231    86.36302    90.0496     93.252914   96.37362    99.94286
 102.95951   105.58199   107.86385   110.442924  113.33053   115.16889
 117.702194  119.683556  120.3316    120.87949   122.52985   123.260345
 123.49854   123.13848   123.16706   122.67673   121.88299   120.30387
 118.74323   117.424614  116.57989   115.401825  113.63628   111.54934
 108.92785   107.00654   105.098816  102.90985   101.25805    98.28913
  96.59373    94.12405    91.46867    88.112854   85.095085   82.646194
  78.93084    75.90643    72.64736    68.464676   64.59396    60.974373
  57.542324   53.69498    49.60247    45.7738     43.22375    39.67733
  35.340702   32.579983   30.049688   27.443459   24.270676   21.77396  ]",396.2558976,19.90617737
4,"[-2.27372189e+01 -2.18577919e+01 -2.21143723e+01 -2.09970856e+01
 -1.88807392e+01 -1.76673737e+01 -1.63738728e+01 -1.55568047e+01
 -1.43561449e+01 -1.27481556e+01 -1.16296501e+01 -9.97578430e+00
 -7.63229132e+00 -4.65653944e+00 -2.58016253e+00 -1.52237463e+00
 -1.01038620e-01  1.07625341e+00  2.31606007e+00  3.68862271e+00
  5.66100311e+00  8.01832962e+00  9.15952587e+00  9.98194981e+00
  1.11140976e+01  1.18909941e+01  1.34705114e+01  1.55798845e+01
  1.76577263e+01  1.90696907e+01  1.93970909e+01  1.96834259e+01
  1.94930000e+01  1.89130707e+01  1.85193272e+01  1.80100021e+01
  1.83364353e+01  2.01484776e+01  2.24809990e+01  2.37599411e+01
  2.48382263e+01  2.61542358e+01  2.78422146e+01  2.99905281e+01
  3.27229500e+01  3.47790718e+01  3.62145195e+01  3.92895699e+01
  4.22496834e+01  4.50857620e+01  4.82208557e+01  5.14426575e+01
  5.52581215e+01  5.92240791e+01  6.32011032e+01  6.68244095e+01
  7.09563828e+01  7.51784058e+01  7.81983643e+01  8.11465759e+01
  8.48087311e+01  8.80129776e+01  9.17556839e+01  9.49846802e+01
  9.80977325e+01  1.01673386e+02  1.04679832e+02  1.07251060e+02
  1.09471481e+02  1.11950653e+02  1.14725601e+02  1.16418816e+02
  1.18796326e+02  1.20601273e+02  1.21094666e+02  1.21479134e+02
  1.22936172e+02  1.23470894e+02  1.23537041e+02  1.23002350e+02
  1.22814583e+02  1.22093178e+02  1.21046860e+02  1.19217377e+02
  1.17416931e+02  1.15838760e+02  1.14717400e+02  1.13275963e+02
  1.11271431e+02  1.08976715e+02  1.06166237e+02  1.04074493e+02
  1.01971184e+02  9.95837631e+01  9.77148743e+01  9.46007538e+01
  9.27283401e+01  9.00873871e+01  8.72959518e+01  8.38665771e+01
  8.07544479e+01  7.82098618e+01  7.44239883e+01  7.13379059e+01
  6.80050201e+01  6.37877617e+01  5.98886871e+01  5.62580147e+01
  5.28074799e+01  4.89423065e+01  4.48609085e+01  4.10504303e+01
  3.84792137e+01  3.49699669e+01  3.06831684e+01  2.79468327e+01
  2.54591560e+01  2.28685493e+01  1.97316494e+01  1.72744503e+01]",462.6751791,21.50988561
5,"[-22.81045    -22.027096   -22.35735    -21.366837   -19.3902
 -18.3103     -17.12151    -16.426834   -15.331033   -13.900667
 -12.913603   -11.373091    -9.184987    -6.332918    -4.339217
  -3.3303647   -1.9868232   -0.89775777   0.24754259   1.5766839
   3.4845657    5.819824     6.9564486    7.781        8.97196
   9.770725    11.393163    13.592242    15.744323    17.26763
  17.743874    18.191128    18.11143     17.657703    17.392826
  17.010223    17.487778    19.417583    21.851397    23.29901
  24.521448    25.992128    27.826048    30.10345     32.96726
  35.166996    36.760265    39.96776     43.03322     45.970886
  49.196205    52.51019     56.37462     60.34378     64.33622
  67.98043     72.11306     76.32419     79.36255     82.31018
  85.89684     89.040215    92.72577     95.880135    98.88768
 102.37362    105.280396   107.71875    109.81125    112.131195
 114.74348    116.255684   118.44567    120.063545   120.401924
 120.63516    121.9088     122.27319    122.207886   121.54782
 121.19288    120.29039    119.054565   117.0455     115.08089
 113.30452    111.97535    110.34374    108.174194   105.74568
 102.81903    100.63317     98.40228     95.88193     93.86109
  90.65985     88.66134     85.894066    83.01072     79.55272
  76.38232     73.77799     69.96357     66.85491     63.487743
  59.273266    55.37442     51.762177    48.323257    44.475758
  40.437428    36.673733    34.10079     30.651045    26.431173
  23.739962    21.313375    18.759058    15.683232    13.285415  ]",497.1323567,22.29646512
6,"[-21.572708  -20.84421   -21.190203  -20.284367  -18.399395  -17.397835
 -16.25142   -15.602913  -14.5463505 -13.240801  -12.333666  -10.86095
  -8.774974   -5.9795628  -4.0161567  -3.001635   -1.6863713  -0.6220496
   0.485616    1.8148825   3.6993678   6.0511317   7.2243304   8.084106
   9.362759   10.218933   11.915344   14.217434   16.452765   18.115818
  18.759333   19.38252    19.426336   19.103853   18.956072   18.68333
  19.290312   21.299473   23.78575    25.353115   26.657398   28.209318
  30.114697   32.448643   35.357384   37.606907   39.25805    42.493233
  45.55723    48.47169    51.65534    54.932552   58.71782    62.558186
  66.43455    69.962685   73.95808    78.017784   80.936165   83.76068
  87.14689    90.11137    93.62843    96.610634   99.4187    102.71925
 105.44101   107.6652    109.55833   111.65247   114.0437    115.32746
 117.28297   118.68103   118.84052   118.91149   119.98874   120.18407
 119.99667   119.230515  118.72848   117.66244   116.26479   114.11524
 112.02787   110.08109   108.578354  106.79063   104.49653   101.97614
  98.972084   96.734436   94.41185    91.79294    89.65855    86.40149
  84.302666   81.429794   78.47599    75.01817    71.805016   69.15947
  65.34993    62.246197   58.871483   54.6913     50.81589    47.244198
  43.839058   40.04243    36.07651    32.387775   29.830462   26.462658
  22.334955   19.71649    17.37121    14.87906    11.899958    9.591416 ]",480.8786308,21.92894505
7,"[-19.891382   -19.202454   -19.540335   -18.70851    -16.90315
 -15.959699   -14.835996   -14.209928   -13.171874   -11.973375
 -11.1318655   -9.712724    -7.7143703   -4.9566526   -3.0062401
  -1.964288    -0.65840334   0.40348148   1.493228     2.8378737
   4.711831     7.094284     8.324282     9.237711    10.621228
  11.555919    13.343796    15.756176    18.082592    19.90595
  20.736885    21.55569     21.744463    21.571758    21.555494
  21.405582    22.153708    24.25248     26.796597    28.486591
  29.873985    31.505579    33.477356    35.866684    38.815704
  41.109985    42.811916    46.061684    49.110935    51.986168
  55.103943    58.319855    61.999283    65.67869     69.40745
  72.78754     76.60972     80.478       83.23824     85.90994
  89.05605     91.80676     95.117836    97.89461    100.47024
 103.54845    106.05635    108.033516   109.69629    111.53404
 113.67642    114.706085   116.39696    117.54712    117.50346
 117.387924   118.24437    118.250206   117.92173    117.035515
 116.36974    115.12348    113.550064   111.250244   109.03051
 106.89887    105.21071    103.25303    100.824875    98.203804
  95.11474     92.81832     90.392685    87.66672     85.41318
  82.093506    79.884834    76.89456     73.86316     70.40622
  67.144035    64.4522      60.652077    57.555676    54.17487
  50.035645    46.186985    42.654964    39.282093    35.544212
  31.655937    28.04866     25.505072    22.223692    18.19965
  15.664404    13.405144    10.981471     8.112652     5.903873  ]",447.8383365,21.1621912
8,"[-17.94539    -17.284578   -17.598318   -16.832544   -15.099364
 -14.200306   -13.0855465  -12.465531   -11.432013   -10.328234
  -9.543456    -8.167603    -6.2437606   -3.508835    -1.5591811
  -0.47335866   0.8398144    1.9186687    3.007819     4.3813972
   6.255001     8.6791935    9.980278    10.9614935   12.465009
  13.494589    15.389337    17.920263    20.345505    22.343697
  23.376759    24.405691    24.754147    24.74338     24.869808
  24.854006    25.752401    27.949692    30.556625    32.372955
  33.84607     35.55708     37.59265     40.038425    43.025433
  45.36083     47.10743     50.360596    53.383663    56.207344
  59.240593    62.375797    65.92946     69.424446    72.98116
  76.1891      79.811745    83.45815     86.03173     88.52618
  91.40148     93.911064    96.9875      99.53319    101.8527
 104.67993    106.95104    108.65724    110.066475   111.62378
 113.496925   114.25378    115.657455   116.5386     116.27371
 115.954      116.57262    116.37592    115.892296   114.87623
 114.036415   112.60262    110.84787    108.39577    106.04368
 103.725555   101.852806    99.7272      97.17097     94.45739
  91.29321     88.94625     86.42391     83.60066     81.240074
  77.869125    75.56257     72.467125    69.374084    65.94007
  62.64628     59.925907    56.159412    53.091442    49.723965
  45.647934    41.845257    38.368465    35.043118    31.38516
  27.59105     24.08275     21.564907    18.384668    14.48218
  12.045509     9.88088      7.5335875    4.786272     2.6859803 ]",405.3715676,20.13384135
9,"[-15.531726   -14.881515   -15.152902   -14.430726   -12.747048
 -11.873293   -10.74378    -10.10162     -9.048341    -8.01864
  -7.270186    -5.9205265   -4.0448613   -1.3035161    0.6632103
   1.8062652    3.1421244    4.2602477    5.3696837    6.785296
   8.670985    11.145603    12.519738    13.567915    15.189328
  16.311678    18.313662    20.959908    23.47568     25.637234
  26.854336    28.073238    28.558403    28.68389     28.922846
  29.011246    30.02509     32.280594    34.908318    36.809124
  38.320183    40.057907    42.108814    44.5624      47.53204
  49.847256    51.574463    54.769474    57.704247    60.407093
  63.290794    66.28203     69.65301     72.91145     76.241394
  79.22067     82.59188     85.965675    88.30199     90.56834
  93.13344     95.361145    98.16981    100.456665   102.49802
 105.05092    107.06115    108.48256    109.62685    110.894226
 112.49255    112.97731    114.09792    114.71969    114.24438
 113.74115    114.142876   113.77127    113.15944    112.04208
 111.06385    109.48059    107.58608    105.02656    102.59119
 100.13506     98.129524    95.89273     93.26526     90.517525
  87.33306     84.98921     82.42677     79.5615      77.15013
  73.77865     71.42971     68.286194    65.18398     61.820847
  58.54302     55.84219     52.15645     49.159798    45.848026
  41.872734    38.150814    34.766666    31.52684     27.984966
  24.3163      20.937037    18.477688    15.422863    11.658612
   9.338224     7.282185     5.0261235    2.411704     0.42942527]",353.2470724,18.79486825
