id,predict_data,mse,rmse
0,"[ 25.93503   27.652933  31.273767  34.54601   38.437305  42.606934
  47.454124  56.175472  64.01572   66.69126   69.73159   75.709
  79.26278   81.65783   88.22249   95.58553  102.27757  106.592125
 112.89485  119.56895  122.99314  128.24251  134.72005  139.63594
 145.11491  149.48529  151.80623  155.4691   159.97469  162.07474
 167.03926  169.44313  171.32819  176.22282  180.67073  178.51843
 180.65727  179.87866  178.02394  178.45905  178.08144  176.12262
 176.4141   175.76744  172.57524  171.74704  171.34695  168.87222
 169.39125  168.23642  164.20114  159.90898  156.73933  152.7697
 150.38219  144.55048  141.0006   136.02646  131.70056  128.12556
 124.93042  121.30656  119.52739  115.74325  111.28565  110.004265
 105.174225 102.416115  99.22787   95.61265   93.487595  92.296005
  89.18411   84.755295  83.19954   79.844086  78.7867    75.57165
  72.62083   72.7756    71.71778   68.45269   66.09757   65.68221
  64.065346  62.45405   61.20024   57.795353  55.789814  56.397923
  53.704666  53.618546  52.135395  47.868114  45.08163   46.138363
  44.781708  43.042442  40.00517   35.80812   30.785751  30.71165
  28.840494  26.660456  23.958086  22.280828  19.764875  18.749624
  17.377766  16.602343  16.303698  16.313574  14.809896  14.310346
  13.178872  12.219156  12.64752   15.727829  17.600397  20.76582 ]",4248.197675,65.17819938
1,"[ 17.175552  17.927     20.895689  23.477425  26.064316  29.58054
  34.179108  41.73489   48.886135  51.083244  53.08761   58.32013
  61.300537  62.874805  68.524     75.33437   81.160904  84.71999
  90.389     96.455284  98.80339  103.23948  109.19683  113.42535
 118.828735 122.96312  124.69287  127.966774 132.40707  134.04407
 138.69525  140.76218  142.23898  147.1736   152.0804   149.49051
 151.96426  151.20657  148.90779  150.01213  150.10764  147.9241
 149.33546  149.35252  145.88922  146.11736  146.74686  144.47011
 146.22133  146.21857  142.69572  139.28316  137.01587  133.31506
 131.99927  127.2242   124.016945 119.71696  116.74714  113.84683
 111.315636 108.6277   107.333694 103.937935  99.78317   99.02308
  94.57062   92.212494  89.37362   86.14044   84.45013   83.813065
  81.14272   77.01884   75.99661   73.16537   72.07904   69.21256
  66.772514  67.180145  66.56301   63.441563  61.145897  60.959885
  59.53138   58.182827  57.117207  53.881683  52.091152  52.81245
  50.095436  49.91951   48.610203  44.27034   41.61966   43.097523
  41.890694  40.370674  37.41615   33.210346  28.454992  28.633554
  26.77648   25.031246  22.511072  20.461409  18.217976  17.343594
  15.430841  14.570682  14.472039  14.009485  12.19419   11.435489
   9.532695   7.945911   7.899865  10.267483  11.380026  13.895896]",2159.413682,46.46949195
2,"[ 13.286968   13.370589   15.950589   18.139227   19.768042   22.923859
  27.5396     34.36453    41.144466   43.175064   44.48576    49.24955
  51.92153    52.878487   57.875584   64.38634    69.59665    72.569305
  77.79735    83.42132    84.899765   88.73888    94.3094     97.954124
 103.27518   107.18956   108.37356   111.29553   115.54365   116.6923
 121.04219   122.76897   123.794846  128.7129    133.8674    130.77222
 133.43605   132.61449   129.81648   131.37329   131.77794   129.28323
 131.47052   131.88292   128.09718   129.06279   130.39905   128.1765
 130.80606   131.64961   128.45016   125.64188   124.00617   120.50309
 119.897484  115.86876   112.93308   109.023964  107.029785  104.68375
 102.512085  100.443184   99.54101    96.35268    92.307655   91.93724
  87.670006   85.508415   82.969345   79.98106    78.52228    78.359795
  75.92574    71.897      71.26834    68.71814    67.48995    64.8534
  62.655132   63.12371    62.807354   59.68334    57.343292   57.29335
  55.960705   54.767017   53.805515   50.586914   48.799553   49.55063
  46.736977   46.408054   45.157276   40.65722    37.997074   39.76075
  38.669277   37.2245     34.297047   30.041817   25.448889   25.811756
  23.997072   22.568008   20.213915   17.927042   15.875227   15.1155205
  12.839421   11.87841    11.942982   11.178677    9.154336    8.244318
   5.8498564   3.817763    3.496388    5.4044456   5.9686093   8.110986 ]",1181.074405,34.36676309
3,"[ 10.850011    10.483481    12.801014    14.751723    15.676014
  18.586792    23.295975    29.618515    36.15052     38.124287
  38.939762    43.36715     45.857147    46.332073    50.82645
  57.146507    61.882225    64.37465     69.26882     74.54641
  75.3194      78.70097     83.95366     87.1116      92.360886
  96.0687      96.78746     99.433784   103.480644   104.20238
 108.306366   109.73764    110.37039    115.26929    120.59137
 117.05329    119.85179    118.9699     115.75051    117.65342
 118.302826   115.54939    118.33105    119.0552     115.02457
 116.56113    118.452286   116.28893    119.608955   121.1278
 118.197845   115.86307    114.73273    111.43035    111.36864
 107.92077    105.24671    101.622604   100.38003     98.51483
  96.59898     94.99168     94.42895     91.39835     87.41189
  87.36024     83.21789     81.17004     78.888115    76.08399
  74.753784    74.981964    72.704475    68.68334     68.35693
  65.976135    64.573975    62.09151     60.017323    60.467113
  60.347916    57.157482    54.716347    54.728893    53.422787
  52.277283    51.343372    48.06706     46.17468     46.880375
  43.93        43.408596    42.12744     37.419674    34.675137
  36.60297     35.556114    34.104378    31.138996    26.797913
  22.285675    22.760305    20.97093     19.760954    17.510454
  15.046566    13.137627    12.453919     9.921137     8.882976
   9.089599     8.123866     5.957916     4.9529166    2.2247875
  -0.12541978  -0.61418456   0.9934172    1.1672379    3.0868807 ]",646.7300413,25.43088754
4,"[ 10.750294   10.149318   12.350615   14.209586   14.674551   17.477194
  22.351786   28.395819   34.832104   36.841434   37.33463    41.56073
  43.965942   44.048656   48.181858   54.392117   58.756645   60.86786
  65.507454   70.48672    70.676956   73.69845    78.66248    81.39743
  86.54958    90.014496   90.301414   92.68462    96.446884   96.73217
 100.5951    101.71336   101.946526  106.76314   112.11423   108.12305
 110.93423   109.92883   106.270935  108.34929   109.12438   106.08619
 109.214195  110.091286  105.81423   107.70152   109.94494   107.77038
 111.53966   113.53283   110.77703   108.734     107.94508   104.78907
 105.073524  102.027016   99.57205    96.09932    95.388794   93.923515
  92.138916   90.83597    90.565475   87.628265   83.64248    83.84789
  79.77228    77.76855    75.717255   73.058716   71.788445   72.361046
  70.177986   66.09993    66.0238     63.741375   62.16411    59.809685
  57.792515   58.184834   58.220413   54.959015   52.419525   52.47913
  51.186207   50.061104   49.14978    45.804943   43.758564   44.396633
  41.32819    40.618805   39.263935   34.343346   31.498718   33.519604
  32.496746   30.987127   27.963806   23.54449    19.067987   19.609953
  17.876112   16.824999   14.655075   12.120831   10.325048    9.687209
   7.039044    5.960883    6.2909126   5.253887    3.0480556   2.0044065
  -0.8665552  -3.3903077  -3.9314299  -2.4420114  -2.4806066  -0.6395043]",404.8481951,20.12083982
5,"[  9.851112     9.04879     11.097489    12.848572    12.9120865
  15.55608     20.524405    26.2959      32.575       34.56905
  34.76341     38.764423    41.07798     40.82296     44.61744
  50.69897     54.73516     56.49332     60.890266    65.60693
  65.30651     68.01712     72.727005    75.11049     80.17975
  83.43064     83.36846     85.54974     89.11193     89.07765
  92.76354     93.659584    93.61945     98.39098    103.81478
  99.51372    102.36402    101.3079      97.36781     99.63536
 100.5693      97.371254   100.842896   101.92358     97.53605
  99.7736     102.37632    100.28513    104.48871    106.92208
 104.37694    102.62855    102.17547     99.200226    99.83438
  97.159836    94.932976    91.64238     91.399796    90.29155
  88.67452     87.65434     87.64074     84.82208     80.87143
  81.29948     77.30909     75.35903     73.49602     70.96951
  69.744064    70.581696    68.4932      64.365395    64.48167
  62.288223    60.555683    58.284477    56.32157     56.658592
  56.788975    53.45867     50.80937     50.868267    49.56687
  48.406784    47.469433    44.06        41.86965     42.409134
  39.230618    38.35021     36.90268     31.79471     28.863173
  30.933512    29.90102     28.349552    25.259357    20.767225
  16.331415    16.92748     15.22069     14.312914    12.194746
   9.582512     7.9069757    7.3135467    4.5588713    3.4700024
   3.9312427    2.8261864    0.58930266  -0.47455853  -3.4810855
  -6.1395855   -6.722096    -5.3379803   -5.548026    -3.775074  ]",274.3600404,16.5638172
6,"[ 12.984256    12.347377    14.548036    16.415293    16.476944
  19.232346    24.424454    30.307938    36.709545    38.822342
  38.983273    42.977905    45.359848    44.882633    48.576557
  54.664852    58.548164    60.140484    64.43574     68.94275
  68.333046    70.88774     75.38669     77.520035    82.44683
  85.39984     85.00187     86.942665    90.11821     89.68711
  93.16515     93.78184     93.42396     97.99588    103.22485
  98.56079    101.15099     99.86227     95.543076    97.61841
  98.464134    95.01034     98.301254    99.2329      94.70843
  96.86178     99.42643     97.25617    101.44004    103.94467
 101.438675    99.6134      99.19103     96.285446    96.92563
  94.33635     92.26319     88.91559     88.80045     87.92039
  86.2712      85.29632     85.483345    82.67857     78.70185
  79.25118     75.25326     73.282906    71.557304    69.10918
  67.88923     68.887566    66.773895    62.51171     62.705315
  60.511402    58.66958     56.39556     54.42463     54.668236
  54.80945     51.452488    48.716896    48.717068    47.42328
  46.262592    45.2798      41.846645    39.480133    39.858986
  36.635635    35.63659     34.000027    28.741823    25.752468
  27.75187     26.709446    25.058687    21.857044    17.303354
  12.850294    13.423999    11.790204    10.962833     8.888313
   6.3553696    4.7952375    4.1873984    1.5432122    0.52322876
   1.1077878    0.12759393  -1.9195664   -2.892576    -5.723004
  -8.242659    -8.62455     -7.0285974   -7.0202184   -5.034511  ]",237.2921412,15.4042897
7,"[ 19.20624    18.899656   21.3356     23.411568   23.620354   26.545984
  31.990286   38.111076   44.707355   46.962524   47.145927   51.168068
  53.635735   52.90304    56.526543   62.596493   66.29957    67.70559
  71.85785    76.075294   75.142265   77.51677    81.71703    83.555565
  88.23189    90.72576    89.915504   91.52065    94.12572    93.19396
  96.3906     96.63297    95.88816   100.12442   104.99087    99.88728
 102.03987   100.42064    95.64126    97.339615   97.98749    94.21841
  97.100266   97.7406     93.07308    94.96257    97.34346    95.049286
  99.0249    101.47174    98.96446    96.916374   96.41757    93.55685
  94.07645    91.46495    89.552635   86.06339    85.944885   85.28627
  83.535515   82.51623    82.91669    80.10274    76.07289    76.73561
  72.71735    70.69357    69.12714    66.7774     65.52679    66.70381
  64.554924   60.106308   60.381977   58.180866   56.22413    53.97057
  51.990307   52.125195   52.281372   48.945656   46.150784   46.103363
  44.851254   43.68514    42.685204   39.27512    36.709972   36.91199
  33.71214    32.612408   30.754965   25.360907   22.353828   24.250614
  23.208748   21.449944   18.153637   13.591903    9.150818    9.704183
   8.221952    7.496733    5.491094    3.186175    1.7846869   1.169507
  -1.1942236  -2.0617557  -1.3146026  -2.0095084  -3.7211823  -4.5246615
  -6.9712787  -9.183165   -9.238259   -7.235749   -6.8257084  -4.4970727]",234.5932039,15.31643574
8,"[ 25.550907   25.542913   28.076822   30.278635   30.573803   33.499813
  39.059563   45.301388   51.90588    54.166473   54.255962   58.143883
  60.595486   59.524567   62.961197   68.861465   72.27485    73.36674
  77.23595    81.052185   79.73943    81.84609    85.64832    87.14126
  91.48052    93.396774   92.141106   93.35865    95.37985    93.98599
  96.88851    96.78539    95.74265    99.61005   104.143074   98.70597
 100.40277    98.52322    93.42033    94.762955   95.28649    91.33248
  93.85055    94.30346    89.67647    91.37134    93.66615    91.420105
  95.25254    97.702484   95.31884    93.11405    92.61459    89.89869
  90.39684    87.81727    86.15155    82.622406   82.5237     82.13163
  80.386635   79.37077    80.0121     77.26753    73.25341    74.04748
  70.078316   68.04172    66.639496   64.435234   63.14947    64.481445
  62.350166   57.71821    58.061707   55.898857   53.821667   51.580418
  49.638596   49.671272   49.806187   46.530598   43.66995    43.531208
  42.333355   41.091343   40.03551    36.695545   33.946854   33.927338
  30.802586   29.622839   27.524115   22.030428   19.069048   20.84926
  19.79298    17.986307   14.62563    10.112463    5.779336    6.3563433
   5.0469103   4.50107     2.589296    0.5557512  -0.5910422  -1.1626567
  -3.1986823  -3.8244548  -2.828753   -3.1922789  -4.510183   -5.087466
  -7.1174     -8.942994   -8.641546   -6.2023244  -5.3455505  -2.6741428]",234.6969119,15.31982088
9,"[ 39.529118    40.408024    43.51562     46.16629     47.13732
  50.447506    56.29327     63.236916    70.22624     72.64293
  72.980774    76.98948     79.63742     78.31761     81.87723
  87.74965     91.07876     92.07119     95.79705     99.18746
  97.70962     99.73325    103.12647    104.369934   108.18897
 109.27015    107.502426   108.171074   109.22188    107.18223
 109.6832     109.121925   107.70937    110.88846    114.62658
 108.77739    109.434654   106.98569    101.41585    101.71321
 101.72836     97.46168     98.69558     98.3773      93.84889
  94.62956     96.20854     93.82769     96.78159     98.65919
  96.19663     93.220406    92.2546      89.58117     89.54359
  86.573044    85.11349     81.19013     80.57945     80.302536
  78.28304     76.91418     77.74895     74.94025     70.88652
  71.65321     67.60385     65.460556    64.14209     62.024254
  60.65743     61.939686    59.62026     54.641197    54.81195
  52.550285    50.41841     47.982063    45.990807    45.835857
  45.746494    42.61307     39.698475    39.286568    38.17549
  36.89758     35.68871     32.507084    29.505423    29.08184
  26.158411    24.99638     22.432121    16.909681    14.08262
  15.518804    14.442907    12.515455     9.006162     4.5704193
   0.30638477   0.80477774  -0.24754438  -0.6528624   -2.4367197
  -3.9192386   -4.73027     -5.3290415   -6.6519704   -6.841988
  -5.529725    -5.2115746   -5.6864853   -5.7933774   -6.851754
  -7.7498426   -6.6099577   -3.160629    -1.1042173    2.4324257 ]",220.1548652,14.83761656
